Body,Head,Head Coverage,Std_Confidence,PCA_Confidence,Positive Examples,Body size,PCA Body size,Functional_variable
?a  birthPlace  ?f  ?f  country  ?b   ,?a  birthPlace  ?b,0.147487164,0.307799299,0.307799299,5975,19412,19412,?a
?e  location  ?b  ?e  subsidiary  ?a   ,?a  foundationPlace  ?b,0.016172507,0.040540541,0.307692308,12,296,39,?a
?f  countySeat  ?b  ?a  district  ?f   ,?a  mouthMountain  ?b,0.01532567,0.075471698,0.307692308,4,53,13,?a
?b  isPartOf  ?f  ?a  routeJunction  ?f   ,?a  routeEnd  ?b,0.020833333,0.008752735,0.307692308,4,457,13,?b
?f  countySeat  ?b  ?a  district  ?f   ,?a  mouthPlace  ?b,0.01532567,0.075471698,0.307692308,4,53,13,?a
?a  similar  ?f  ?f  varietals  ?b   ,?a  varietals  ?b,0.488479263,0.307246377,0.307246377,106,345,345,?b
?e  album  ?a  ?e  writer  ?b   ,?a  producer  ?b,0.029824144,0.299880526,0.307221542,251,837,817,?a
?e  birthPlace  ?b  ?e  parent  ?a   ,?a  deathPlace  ?b,0.011307069,0.175303197,0.306949807,159,907,518,?a
?a  producer  ?b   ,?a  director  ?b,0.123209169,0.030655894,0.306777646,258,8416,841,?a
?a  tenant  ?b   ,?a  operator  ?b,0.100877193,0.084249084,0.306666667,23,273,75,?a
?a  birthPlace  ?b  ?a  residence  ?b   ,?a  stateOfOrigin  ?b,0.040658277,0.056074766,0.306569343,42,749,137,?a
?e  child  ?a  ?e  relative  ?b   ,?a  child  ?b,0.030063291,0.116564417,0.306451613,19,163,62,?b
?f  location  ?b  ?a  parentCompany  ?f   ,?a  location  ?b,0.014218009,0.128103277,0.306413302,129,1007,421,?a
?e  ideology  ?b  ?e  mergedIntoParty  ?a   ,?a  ideology  ?b,0.018018018,0.270833333,0.305882353,26,96,85,?a
?a  award  ?f  ?f  country  ?b   ,?a  citizenship  ?b,0.036184211,0.028061224,0.305555556,11,392,36,?a
?a  associatedMusicalArtist  ?f  ?f  occupation  ?b   ,?a  occupation  ?b,0.07885514,0.133255564,0.305492697,1485,11144,4861,?a
?a  associatedBand  ?f  ?f  occupation  ?b   ,?a  occupation  ?b,0.07885514,0.133255564,0.305492697,1485,11144,4861,?a
?e  location  ?b  ?e  politicalPartyInLegislature  ?a   ,?a  headquarter  ?b,0.024637681,0.162420382,0.305389222,51,314,167,?a
?a  garrison  ?f  ?b  isPartOf  ?f   ,?a  garrison  ?b,0.04379562,0.003841229,0.305084746,18,4686,59,?b
?b  relative  ?f  ?a  spouse  ?f   ,?a  relative  ?b,0.052011776,0.218106996,0.304597701,53,243,174,?b
?f  largestCity  ?b  ?a  residence  ?f   ,?a  residence  ?b,0.074823054,0.304526749,0.304526749,222,729,729,?a
?f  breeder  ?b  ?a  damsire  ?f   ,?a  breeder  ?b,0.057377049,0.137254902,0.304347826,7,51,23,?a
?f  creator  ?b  ?a  related  ?f   ,?a  developer  ?b,0.032258065,0.03626943,0.304347826,14,386,46,?a
?f  previousWork  ?a  ?b  related  ?f   ,?a  related  ?b,0.028893587,0.261146497,0.303703704,41,157,135,?b
?f  primeMinister  ?b  ?a  primeMinister  ?f   ,?a  primeMinister  ?b,0.410702977,0.303462798,0.303462798,1297,4274,4274,?a
?e  genre  ?b  ?e  musicalArtist  ?a   ,?a  genre  ?b,0.023934193,0.233056069,0.302902903,1513,6492,4995,?a
?e  genre  ?b  ?e  musicalBand  ?a   ,?a  genre  ?b,0.023934193,0.233056069,0.302902903,1513,6492,4995,?a
?a  restingPlace  ?b   ,?a  deathPlace  ?b,0.023823069,0.238944365,0.302619693,335,1402,1107,?a
?e  product  ?b  ?e  successor  ?a   ,?a  product  ?b,0.010837849,0.201550388,0.302325581,26,129,86,?a
?a  album  ?f  ?f  artist  ?b   ,?a  producer  ?b,0.011169202,0.285714286,0.302250804,94,329,311,?a
?b  derivative  ?f  ?a  musicSubgenre  ?f   ,?a  musicSubgenre  ?b,0.204498978,0.196850394,0.302114804,100,508,331,?b
?f  governor  ?b  ?a  successor  ?f   ,?a  governor  ?b,0.108882521,0.113432836,0.301587302,38,335,126,?a
?e  country  ?b  ?e  network  ?a   ,?a  broadcastArea  ?b,0.010882016,0.062295082,0.301587302,19,305,63,?a
?f  child  ?b  ?a  relative  ?f   ,?a  parent  ?b,0.029051988,0.094059406,0.301587302,19,202,63,?a
?a  primeMinister  ?f  ?f  region  ?b   ,?a  region  ?b,0.01369863,0.135371179,0.300970874,31,229,103,?a
?e  predecessor  ?b  ?e  president  ?a   ,?a  primeMinister  ?b,0.084863838,0.118584071,0.300785634,268,2260,891,?a
?f  broadcastNetwork  ?b  ?a  sisterStation  ?f   ,?a  broadcastNetwork  ?b,0.310714286,0.159779614,0.300518135,174,1089,579,?a
?e  musicalBand  ?a  ?e  recordLabel  ?b   ,?a  recordLabel  ?b,0.036647469,0.220942982,0.30007446,1209,5472,4029,?a
?e  musicalArtist  ?a  ?e  recordLabel  ?b   ,?a  recordLabel  ?b,0.036647469,0.220942982,0.30007446,1209,5472,4029,?a
?a  sourceConfluencePlace  ?b   ,?a  sourcePlace  ?b,0.016759777,0.15,0.3,3,20,10,?a
?a  sourceConfluenceMountain  ?b   ,?a  sourcePlace  ?b,0.016759777,0.15,0.3,3,20,10,?a
?a  sourceConfluencePlace  ?b   ,?a  sourceMountain  ?b,0.016759777,0.15,0.3,3,20,10,?a
?a  sourceConfluenceMountain  ?b   ,?a  sourceMountain  ?b,0.016759777,0.15,0.3,3,20,10,?a
?a  employer  ?f  ?b  parentCompany  ?f   ,?a  employer  ?b,0.017751479,0.015544041,0.3,3,193,10,?b
?a  headquarter  ?f  ?f  location  ?b   ,?a  jurisdiction  ?b,0.027777778,0.065217391,0.3,3,46,10,?a
?f  location  ?b  ?a  location  ?f   ,?a  jurisdiction  ?b,0.027777778,0.003537736,0.3,3,848,10,?a
?f  parent  ?a  ?b  relation  ?f   ,?a  relation  ?b,0.011857708,0.142857143,0.3,3,21,10,?b
?f  locationCountry  ?b  ?a  manufacturer  ?f   ,?a  assembly  ?b,0.013333333,0.295774648,0.3,21,71,70,?b
?f  previousEvent  ?a  ?b  previousEvent  ?f   ,?a  previousEvent  ?b,0.233009709,0.24,0.3,24,100,80,?a
?a  leader  ?f  ?f  otherParty  ?b   ,?a  politicalPartyInLegislature  ?b,0.010033445,0.068181818,0.3,3,44,10,?b
?b  largestCity  ?f  ?a  mouthMountain  ?f   ,?a  mouthRegion  ?b,0.029411765,0.083333333,0.3,3,36,10,?a
?b  largestCity  ?f  ?a  mouthPlace  ?f   ,?a  mouthRegion  ?b,0.029411765,0.083333333,0.3,3,36,10,?a
?e  broadcastNetwork  ?a  ?e  headquarter  ?b   ,?a  headquarter  ?b,0.011111111,0.140243902,0.298701299,23,164,77,?a
?f  executiveProducer  ?b  ?a  related  ?f   ,?a  creator  ?b,0.063458856,0.181636727,0.297385621,91,501,306,?a
?b  capital  ?f  ?a  garrison  ?f   ,?a  garrison  ?b,0.02676399,0.041198502,0.297297297,11,267,37,?b
?f  relative  ?b  ?a  spouse  ?f   ,?a  relative  ?b,0.063788027,0.296803653,0.296803653,65,219,219,?b
?f  associatedBand  ?b  ?a  bandMember  ?f   ,?a  associatedMusicalArtist  ?b,0.063368538,0.24150778,0.296342775,3306,13689,11156,?a
?f  associatedMusicalArtist  ?b  ?a  bandMember  ?f   ,?a  associatedMusicalArtist  ?b,0.063368538,0.24150778,0.296342775,3306,13689,11156,?a
?f  associatedBand  ?b  ?a  bandMember  ?f   ,?a  associatedBand  ?b,0.063368538,0.24150778,0.296342775,3306,13689,11156,?a
?f  associatedMusicalArtist  ?b  ?a  bandMember  ?f   ,?a  associatedBand  ?b,0.063368538,0.24150778,0.296342775,3306,13689,11156,?a
?a  voice  ?b   ,?a  author  ?b,0.023188406,0.007305936,0.296296296,16,2190,54,?b
?a  operator  ?e  ?e  owner  ?b   ,?a  operator  ?b,0.035087719,0.296296296,0.296296296,8,27,27,?a
?a  assembly  ?f  ?b  isPartOf  ?f   ,?a  assembly  ?b,0.02031746,0.010688043,0.296296296,32,2994,108,?b
?a  parent  ?f  ?f  president  ?b   ,?a  parent  ?b,0.012232416,0.296296296,0.296296296,8,27,27,?a
?e  governor  ?b  ?e  predecessor  ?a   ,?a  governor  ?b,0.106017192,0.116352201,0.296,37,318,125,?a
?a  almaMater  ?f  ?f  country  ?b   ,?a  deathPlace  ?b,0.016853933,0.105053191,0.29588015,237,2256,801,?a
?a  isPartOfMilitaryConflict  ?f  ?b  place  ?f   ,?a  isPartOfMilitaryConflict  ?b,0.025423729,0.295774648,0.295774648,21,71,71,?a
?f  relative  ?a  ?b  relative  ?f   ,?a  relative  ?b,0.261040236,0.282078473,0.295555556,266,943,900,?b
?a  routeJunction  ?b   ,?a  routeStart  ?b,0.131313131,0.033505155,0.295454545,26,776,88,?b
?e  commander  ?b  ?e  country  ?a   ,?a  leader  ?b,0.029213483,0.185714286,0.295454545,13,70,44,?a
?f  president  ?a  ?b  successor  ?f   ,?a  primeMinister  ?b,0.100696643,0.125493291,0.294717331,318,2534,1079,?a
?a  commander  ?e  ?e  deputy  ?b   ,?a  commander  ?b,0.010182043,0.113793103,0.294642857,33,290,112,?b
?e  location  ?b  ?e  parentCompany  ?a   ,?a  location  ?b,0.010580844,0.126649077,0.294478528,96,758,326,?a
?f  largestCity  ?b  ?a  locationCity  ?f   ,?a  locationCity  ?b,0.036780014,0.294444444,0.294444444,53,180,180,?a
?f  creator  ?a  ?b  previousWork  ?f   ,?a  notableWork  ?b,0.029761905,0.016891892,0.294117647,5,296,17,?b
?e  child  ?b  ?e  relative  ?a   ,?a  parent  ?b,0.02293578,0.09202454,0.294117647,15,163,51,?a
?e  rightTributary  ?a  ?e  state  ?b   ,?a  state  ?b,0.013775654,0.269230769,0.293413174,49,182,167,?a
?f  location  ?b  ?a  parentCompany  ?f   ,?a  foundationPlace  ?b,0.029649596,0.021847071,0.293333333,22,1007,75,?a
?f  governorGeneral  ?a  ?b  successor  ?f   ,?a  primeMinister  ?b,0.010766308,0.26984127,0.293103448,34,126,116,?a
?a  creator  ?f  ?b  creator  ?f   ,?a  relative  ?b,0.07360157,0.014456438,0.29296875,75,5188,256,?b
?a  notableIdea  ?b   ,?a  philosophicalSchool  ?b,0.042253521,0.218181818,0.292682927,12,55,41,?a
?a  creator  ?b   ,?a  developer  ?b,0.071428571,0.021617852,0.29245283,31,1434,106,?a
?f  genre  ?b  ?a  musicalArtist  ?f   ,?a  genre  ?b,0.029154473,0.283494847,0.292446842,1843,6501,6302,?a
?f  genre  ?b  ?a  musicalBand  ?f   ,?a  genre  ?b,0.029154473,0.283494847,0.292446842,1843,6501,6302,?a
?a  relative  ?f  ?b  spouse  ?f   ,?a  child  ?b,0.030063291,0.0781893,0.292307692,19,243,65,?b
?f  associatedMusicalArtist  ?a  ?b  bandMember  ?f   ,?a  associatedMusicalArtist  ?b,0.060435874,0.230330923,0.292296283,3153,13689,10787,?a
?f  associatedBand  ?a  ?b  bandMember  ?f   ,?a  associatedMusicalArtist  ?b,0.060435874,0.230330923,0.292296283,3153,13689,10787,?a
?f  associatedBand  ?a  ?b  bandMember  ?f   ,?a  associatedBand  ?b,0.060435874,0.230330923,0.292296283,3153,13689,10787,?a
?f  associatedMusicalArtist  ?a  ?b  bandMember  ?f   ,?a  associatedBand  ?b,0.060435874,0.230330923,0.292296283,3153,13689,10787,?a
?a  previousWork  ?f  ?f  writer  ?b   ,?a  musicalBand  ?b,0.021206097,0.075560803,0.292237443,64,847,219,?b
?a  previousWork  ?f  ?f  writer  ?b   ,?a  musicalArtist  ?b,0.021206097,0.075560803,0.292237443,64,847,219,?b
?f  battle  ?b  ?a  notableCommander  ?f   ,?a  battle  ?b,0.027395765,0.287185355,0.291860465,251,874,860,?a
?a  operator  ?f  ?f  subsidiary  ?b   ,?a  operator  ?b,0.030701754,0.291666667,0.291666667,7,24,24,?a
?e  parentCompany  ?a  ?e  successor  ?b   ,?a  subsidiary  ?b,0.032332564,0.107692308,0.291666667,14,130,48,?b
?e  broadcastNetwork  ?b  ?e  owningCompany  ?a   ,?a  subsidiary  ?b,0.016166282,0.047619048,0.291666667,7,147,24,?b
?a  child  ?f  ?f  relation  ?b   ,?a  relation  ?b,0.083003953,0.291666667,0.291666667,21,72,72,?b
?e  governor  ?b  ?e  successor  ?a   ,?a  governor  ?b,0.106017192,0.131672598,0.291338583,37,281,127,?a
?e  president  ?a  ?e  successor  ?b   ,?a  primeMinister  ?b,0.092780241,0.118960617,0.290963257,293,2463,1007,?a
?e  associatedBand  ?a  ?e  occupation  ?b   ,?a  occupation  ?b,0.072536109,0.065856716,0.29082393,1366,20742,4697,?a
?e  associatedMusicalArtist  ?a  ?e  occupation  ?b   ,?a  occupation  ?b,0.072536109,0.065856716,0.29082393,1366,20742,4697,?a
?a  city  ?b   ,?a  broadcastArea  ?b,0.033791523,0.01715615,0.290640394,59,3439,203,?a
?e  executiveProducer  ?b  ?e  related  ?a   ,?a  creator  ?b,0.064853556,0.183431953,0.290625,93,507,320,?a
?e  previousWork  ?a  ?e  related  ?b   ,?a  related  ?b,0.03030303,0.290540541,0.290540541,43,148,148,?b
?b  largestCity  ?f  ?a  locationCity  ?f   ,?a  locationCountry  ?b,0.053204353,0.162361624,0.290429043,88,542,303,?a
?a  birthPlace  ?f  ?f  country  ?b   ,?a  hometown  ?b,0.021005729,0.018699773,0.2904,363,19412,1250,?a
?a  parentCompany  ?b   ,?a  distributingCompany  ?b,0.095137421,0.067771084,0.290322581,90,1328,310,?a
?a  parentCompany  ?b   ,?a  distributingLabel  ?b,0.095137421,0.067771084,0.290322581,90,1328,310,?a
?e  birthPlace  ?a  ?e  vicePresident  ?b   ,?a  leader  ?b,0.020224719,0.043269231,0.290322581,9,208,31,?a
?e  creator  ?a  ?e  previousWork  ?b   ,?a  knownFor  ?b,0.013910355,0.034482759,0.290322581,9,261,31,?b
?b  predecessor  ?a  ?b  primeMinister  ?a   ,?a  primeMinister  ?b,0.026282457,0.213367609,0.29020979,83,389,286,?a
?f  keyPerson  ?b  ?a  parentCompany  ?f   ,?a  keyPerson  ?b,0.034990792,0.063973064,0.290076336,38,594,131,?a
?b  battle  ?a   ,?a  commander  ?b,0.176488738,0.062431783,0.289913837,572,9162,1973,?b
?f  lieutenant  ?b  ?a  successor  ?f   ,?a  lieutenant  ?b,0.125,0.115044248,0.288888889,13,113,45,?a
?f  parentCompany  ?b  ?a  subsidiary  ?f   ,?a  subsidiary  ?b,0.030023095,0.055555556,0.288888889,13,234,45,?b
?e  headquarter  ?a  ?e  language  ?b   ,?a  officialLanguage  ?b,0.099644128,0.063636364,0.288659794,28,440,97,?a
?a  president  ?f  ?f  primeMinister  ?b   ,?a  primeMinister  ?b,0.131728942,0.194847775,0.288488211,416,2135,1442,?a
?f  deathPlace  ?b  ?a  successor  ?f   ,?a  deathPlace  ?b,0.05098848,0.217602428,0.288067497,717,3295,2489,?a
?a  nationality  ?b   ,?a  deathPlace  ?b,0.027734319,0.129096326,0.287822878,390,3021,1355,?a
?e  doctoralAdvisor  ?a  ?e  field  ?b   ,?a  field  ?b,0.030567686,0.253012048,0.287671233,42,166,146,?a
?e  channel  ?a  ?e  format  ?b   ,?a  pictureFormat  ?b,0.099107143,0.217221135,0.287564767,111,511,386,?a
?a  creator  ?b   ,?a  voice  ?b,0.013242009,0.020223152,0.287128713,29,1434,101,?b
?a  formerBandMember  ?f  ?f  genre  ?b   ,?a  genre  ?b,0.053547418,0.277459016,0.286718618,3385,12200,11806,?a
?a  predecessor  ?f  ?f  residence  ?b   ,?a  nationality  ?b,0.014233697,0.078181818,0.286666667,43,550,150,?a
?b  stylisticOrigin  ?a   ,?a  derivative  ?b,0.616923077,0.168700042,0.285816108,401,2377,1403,?b
?a  movement  ?b   ,?a  subject  ?b,0.018181818,0.004962779,0.285714286,2,403,7,?b
?a  award  ?b   ,?a  notableWork  ?b,0.011904762,0.000559128,0.285714286,2,3577,7,?b
?a  region  ?b   ,?a  mouthRegion  ?b,0.176470588,0.007954043,0.285714286,18,2263,63,?a
?e  locationCountry  ?b  ?e  owner  ?a   ,?a  foundationPlace  ?b,0.010781671,0.055944056,0.285714286,8,143,28,?a
?e  leftTributary  ?a  ?e  source  ?b   ,?a  sourcePlace  ?b,0.011173184,0.166666667,0.285714286,2,12,7,?a
?a  developer  ?b  ?a  executiveProducer  ?b   ,?a  author  ?b,0.014492754,0.149253731,0.285714286,10,67,35,?b
?f  ethnicGroup  ?b  ?a  nationality  ?f   ,?a  ethnicity  ?b,0.01826484,0.00440044,0.285714286,4,909,14,?a
?b  knownFor  ?f  ?a  sire  ?f   ,?a  breeder  ?b,0.016393443,0.142857143,0.285714286,2,14,7,?a
?a  computingPlatform  ?f  ?f  license  ?b   ,?a  license  ?b,0.065359477,0.07751938,0.285714286,10,129,35,?a
?b  executiveProducer  ?f  ?a  producer  ?f   ,?a  series  ?b,0.018518519,0.002066827,0.285714286,6,2903,21,?a
?e  deathPlace  ?b  ?e  residence  ?a   ,?a  ceremonialCounty  ?b,0.011764706,0.001872659,0.285714286,2,1068,7,?a
?f  routeStart  ?b  ?a  routeStart  ?f   ,?a  routeEnd  ?b,0.010416667,0.095238095,0.285714286,2,21,7,?b
?e  routeJunction  ?a  ?e  state  ?b   ,?a  routeEnd  ?b,0.010416667,0.25,0.285714286,2,8,7,?b
?a  automobilePlatform  ?f  ?f  bodyStyle  ?b   ,?a  bodyStyle  ?b,0.012820513,0.173913043,0.285714286,4,23,14,?a
?e  routeJunction  ?a  ?e  state  ?b   ,?a  routeStart  ?b,0.01010101,0.25,0.285714286,2,8,7,?b
?f  militaryRank  ?b  ?a  primeMinister  ?f   ,?a  militaryRank  ?b,0.010526316,0.029126214,0.285714286,6,206,21,?a
?f  isPartOf  ?b  ?a  sourceConfluencePlace  ?f   ,?a  mouthRegion  ?b,0.019607843,0.083333333,0.285714286,2,24,7,?a
?a  leftTributary  ?f  ?f  mouthRegion  ?b   ,?a  mouthRegion  ?b,0.019607843,0.133333333,0.285714286,2,15,7,?a
?f  isPartOf  ?b  ?a  sourceConfluenceMountain  ?f   ,?a  mouthRegion  ?b,0.019607843,0.083333333,0.285714286,2,24,7,?a
?e  leftTributary  ?a  ?e  source  ?b   ,?a  sourceMountain  ?b,0.011173184,0.166666667,0.285714286,2,12,7,?a
?a  owningCompany  ?f  ?f  regionServed  ?b   ,?a  locationCountry  ?b,0.050181378,0.145359019,0.285223368,83,571,291,?a
?f  executiveProducer  ?b  ?a  series  ?f   ,?a  writer  ?b,0.016700984,0.127399651,0.28515625,73,573,256,?b
?e  deathPlace  ?b  ?e  successor  ?a   ,?a  deathPlace  ?b,0.049850661,0.188542227,0.285075234,701,3718,2459,?a
?a  birthPlace  ?f  ?f  leaderParty  ?b   ,?a  party  ?b,0.013148458,0.030170049,0.284974093,55,1823,193,?a
?f  language  ?b  ?a  related  ?f   ,?a  language  ?b,0.094454887,0.267643142,0.284501062,402,1502,1413,?a
?e  associatedMusicalArtist  ?b  ?e  bandMember  ?a   ,?a  associatedMusicalArtist  ?b,0.062103467,0.266842365,0.284160674,3240,12142,11402,?a
?e  associatedBand  ?b  ?e  bandMember  ?a   ,?a  associatedMusicalArtist  ?b,0.062103467,0.266842365,0.284160674,3240,12142,11402,?a
?e  associatedBand  ?b  ?e  bandMember  ?a   ,?a  associatedBand  ?b,0.062103467,0.266842365,0.284160674,3240,12142,11402,?a
?e  associatedMusicalArtist  ?b  ?e  bandMember  ?a   ,?a  associatedBand  ?b,0.062103467,0.266842365,0.284160674,3240,12142,11402,?a
?a  governmentType  ?b   ,?a  type  ?b,0.016819121,0.157133012,0.283935243,228,1451,803,?a
?f  president  ?b  ?a  president  ?f   ,?a  president  ?b,0.173269482,0.283072546,0.283072546,398,1406,1406,?a
?e  broadcastArea  ?b  ?e  broadcastNetwork  ?a   ,?a  broadcastArea  ?b,0.016036655,0.048109966,0.282828283,28,582,99,?a
?f  governor  ?b  ?a  predecessor  ?f   ,?a  governor  ?b,0.100286533,0.135658915,0.282258065,35,258,124,?a
?a  relative  ?f  ?b  relative  ?f   ,?a  relative  ?b,0.317958783,0.141732283,0.282229965,324,2286,1148,?b
?e  award  ?b  ?e  doctoralAdvisor  ?a   ,?a  award  ?b,0.014816886,0.179661017,0.281914894,53,295,188,?a
?f  award  ?b  ?a  doctoralStudent  ?f   ,?a  award  ?b,0.017053397,0.198697068,0.281105991,61,307,217,?a
?e  artist  ?b  ?e  recordLabel  ?a   ,?a  foundedBy  ?b,0.049535604,0.036866359,0.280701754,32,868,114,?b
?f  broadcastArea  ?b  ?a  broadcastNetwork  ?f   ,?a  broadcastArea  ?b,0.018327606,0.17679558,0.280701754,32,181,114,?a
?e  musicalBand  ?b  ?e  writer  ?a   ,?a  associatedMusicalArtist  ?b,0.019436085,0.188932364,0.280653197,1014,5367,3613,?a
?e  musicalArtist  ?b  ?e  writer  ?a   ,?a  associatedMusicalArtist  ?b,0.019436085,0.188932364,0.280653197,1014,5367,3613,?a
?e  musicalArtist  ?b  ?e  writer  ?a   ,?a  associatedBand  ?b,0.019436085,0.188932364,0.280653197,1014,5367,3613,?a
?e  musicalBand  ?b  ?e  writer  ?a   ,?a  associatedBand  ?b,0.019436085,0.188932364,0.280653197,1014,5367,3613,?a
?f  country  ?b  ?a  party  ?f   ,?a  residence  ?b,0.020896528,0.040181465,0.280542986,62,1543,221,?a
?f  creator  ?b  ?a  related  ?f   ,?a  director  ?b,0.010983763,0.059585492,0.280487805,23,386,82,?a
?b  child  ?a   ,?a  relative  ?b,0.036310108,0.058544304,0.28030303,37,632,132,?b
?f  leader  ?b  ?a  location  ?f   ,?a  leader  ?b,0.015730337,0.001574095,0.28,7,4447,25,?a
?a  creator  ?f  ?f  spouse  ?b   ,?a  creator  ?b,0.024407252,0.28,0.28,35,125,125,?a
?a  division  ?f  ?b  sisterStation  ?f   ,?a  division  ?b,0.019830028,0.28,0.28,14,50,50,?a
?e  isPartOfWineRegion  ?a  ?e  subregion  ?b   ,?a  subregion  ?b,0.230088496,0.279569892,0.279569892,26,93,93,?b
?f  subsidiary  ?a  ?b  subsidiary  ?f   ,?a  subsidiary  ?b,0.027713626,0.114285714,0.279069767,12,105,43,?b
?e  parentCompany  ?a  ?e  product  ?b   ,?a  product  ?b,0.033347228,0.17699115,0.278745645,80,452,287,?a
?f  field  ?b  ?a  notableStudent  ?f   ,?a  field  ?b,0.012372635,0.209876543,0.278688525,17,81,61,?a
?a  residence  ?b   ,?a  birthPlace  ?b,0.018488349,0.252443546,0.277818991,749,2967,2696,?a
?f  deputy  ?a  ?b  primeMinister  ?f   ,?a  associate  ?b,0.022727273,0.005402485,0.277777778,10,1851,36,?b
?f  part  ?b  ?a  region  ?f   ,?a  department  ?b,0.034013605,0.010845987,0.277777778,5,461,18,?a
?f  owner  ?b  ?a  subsidiary  ?f   ,?a  subsidiary  ?b,0.011547344,0.033333333,0.277777778,5,150,18,?b
?b  party  ?f  ?f  president  ?a   ,?a  deputy  ?b,0.011682243,0.022026432,0.277777778,5,227,18,?b
?a  country  ?f  ?f  largestCity  ?b   ,?a  location  ?b,0.026892979,0.01539238,0.276643991,244,15852,882,?a
?e  headquarter  ?b  ?e  jurisdiction  ?a   ,?a  capital  ?b,0.0171278,0.128712871,0.276595745,13,101,47,?a
?e  jurisdiction  ?a  ?e  location  ?b   ,?a  capital  ?b,0.0171278,0.128712871,0.276595745,13,101,47,?a
?e  country  ?b  ?e  leaderParty  ?a   ,?a  headquarter  ?b,0.014009662,0.198630137,0.276190476,29,146,105,?a
?e  computingPlatform  ?b  ?e  gameEngine  ?a   ,?a  operatingSystem  ?b,0.040201005,0.090909091,0.275862069,8,88,29,?a
?f  child  ?a  ?b  spouse  ?f   ,?a  relative  ?b,0.015701668,0.07239819,0.275862069,16,221,58,?b
?b  spokenIn  ?a   ,?a  language  ?b,0.032659774,0.166866747,0.275247525,139,833,505,?a
?f  keyPerson  ?b  ?a  predecessor  ?f   ,?a  keyPerson  ?b,0.010128913,0.186440678,0.275,11,59,40,?a
?a  company  ?f  ?f  successor  ?b   ,?a  distributor  ?b,0.026625928,0.218637993,0.274774775,61,279,222,?a
?a  owningCompany  ?f  ?b  owningCompany  ?f   ,?a  sisterStation  ?b,0.510547523,0.145905304,0.274429864,2154,14763,7849,?b
?e  otherParty  ?b  ?e  successor  ?a   ,?a  party  ?b,0.024384413,0.236111111,0.274193548,102,432,372,?a
?e  child  ?a  ?e  spouse  ?b   ,?a  relative  ?b,0.016683023,0.074235808,0.274193548,17,229,62,?b
?a  writer  ?b   ,?a  producer  ?b,0.121197719,0.233356211,0.274046212,1020,4371,3722,?a
?f  associate  ?b  ?a  successor  ?f   ,?a  associate  ?b,0.327272727,0.273764259,0.273764259,144,526,526,?b
