Body,Head,Head_Coverage,Standard_Confidence,PCA_Confidence,Support,Body_Size,Pca_Body_Size,Functional_variable
?a  comorbidity  Others   ,?a  drug  Cisplatin,0.085565,0.34518,0.34518,1486,4305,4305,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  No   ,?a  biomarker  Unknown,0.059421,0.34491,0.34491,725,2102,2102,?a
?a  ageCategory  old   ,?a  drug  Carboplatin,0.099729,0.344883,0.344883,1732,5022,5022,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Carboplatin,0.021938,0.344796,0.344796,381,1105,1105,?a
?a  hasRelapse  Yes  ?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.02476,0.344551,0.344551,430,1248,1248,?a
?a  smokingHabit  NonSmoker   ,?a  drug  Nivolumab,0.049231,0.344342,0.344342,855,2483,2483,?a
?a  ageCategory  old  ?a  comorbidity  Others   ,?a  drug  Nivolumab,0.043934,0.344159,0.344159,763,2217,2217,?a
?a  ageCategory  old  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.050037,0.344158,0.344158,869,2525,2525,?a
?a  comorbidity  Diabetes_Mellitus  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.042034,0.344015,0.344015,730,2122,2122,?a
?a  comorbidity  Others  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.042379,0.343765,0.343765,736,2141,2141,?a
?a  comorbidity  Depression  ?a  drug  Carboplatin   ,?a  biomarker  Unknown,0.041636,0.343708,0.343708,508,1478,1478,?a
?a  biomarker  Unknown  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.032763,0.343599,0.343599,569,1656,1656,?a
?a  biomarker  EGFR_Positive  ?a  sex  male   ,?a  drug  Nivolumab,0.029021,0.343558,0.343558,504,1467,1467,?a
?a  comorbidity  Depression  ?a  smokingHabit  NonSmoker   ,?a  biomarker  Unknown,0.030325,0.343547,0.343547,370,1077,1077,?a
?a  smokingHabit  NonSmoker   ,?a  drug  Cisplatin,0.049116,0.343536,0.343536,853,2483,2483,?a
?a  drug  Cisplatin  ?a  smokingHabit  NonSmoker   ,?a  biomarker  Unknown,0.024014,0.343494,0.343494,293,853,853,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Depression   ,?a  biomarker  Unknown,0.037866,0.343494,0.343494,462,1345,1345,?a
?a  biomarker  EGFR_Positive  ?a  comorbidity  Cardiopathy   ,?a  drug  Carboplatin,0.024126,0.343443,0.343443,419,1220,1220,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  Unknown   ,?a  drug  Nivolumab,0.020959,0.343396,0.343396,364,1060,1060,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  Yes   ,?a  drug  Carboplatin,0.0414,0.343362,0.343362,719,2094,2094,?a
?a  sex  male   ,?a  drug  Nivolumab,0.099902,0.342885,0.342885,1735,5060,5060,?a
?a  ageCategory  old   ,?a  drug  Nivolumab,0.099096,0.342692,0.342692,1721,5022,5022,?a
?a  smokingHabit  PreviousSmoker   ,?a  drug  Carboplatin,0.051419,0.342671,0.342671,893,2606,2606,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  Yes   ,?a  drug  Carboplatin,0.030057,0.34252,0.34252,522,1524,1524,?a
?a  sex  female   ,?a  drug  Carboplatin,0.097426,0.34251,0.34251,1692,4940,4940,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  NonSmoker   ,?a  drug  Carboplatin,0.015086,0.342484,0.342484,262,765,765,?a
?a  hasRelapse  Yes   ,?a  drug  Cisplatin,0.098808,0.342242,0.342242,1716,5014,5014,?a
?a  drug  Vinorelbine  ?a  sex  female   ,?a  biomarker  Unknown,0.048685,0.342166,0.342166,594,1736,1736,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Others   ,?a  drug  Nivolumab,0.027351,0.341973,0.341973,475,1389,1389,?a
?a  drug  Carboplatin  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.023851,0.341951,0.341951,291,851,851,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.019635,0.341683,0.341683,341,998,998,?a
?a  drug  Vinorelbine  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.024752,0.341243,0.341243,302,885,885,?a
?a  biomarker  ROS1_Positive   ,?a  drug  Carboplatin,0.058962,0.34122,0.34122,1024,3001,3001,?a
?a  ageCategory  young  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Nivolumab,0.041803,0.341165,0.341165,726,2128,2128,?a
?a  comorbidity  Cardiopathy  ?a  hasRelapse  No   ,?a  drug  Nivolumab,0.041285,0.341104,0.341104,717,2102,2102,?a
?a  ageCategory  young  ?a  smokingHabit  NonSmoker   ,?a  biomarker  Unknown,0.034178,0.340965,0.340965,417,1223,1223,?a
?a  comorbidity  Others  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.029424,0.340931,0.340931,359,1053,1053,?a
?a  hasRelapse  Yes  ?a  smokingHabit  Unknown   ,?a  drug  Nivolumab,0.023666,0.340514,0.340514,411,1207,1207,?a
?a  ageCategory  young  ?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.02476,0.340459,0.340459,430,1263,1263,?a
?a  hasRelapse  Yes   ,?a  drug  Carboplatin,0.09829,0.340447,0.340447,1707,5014,5014,?a
?a  comorbidity  Cardiopathy   ,?a  drug  Nivolumab,0.082225,0.340324,0.340324,1428,4196,4196,?a
?a  biomarker  Unknown  ?a  comorbidity  Others   ,?a  drug  Nivolumab,0.027178,0.340058,0.340058,472,1388,1388,?a
?a  biomarker  EGFR_Positive   ,?a  drug  Carboplatin,0.057005,0.339973,0.339973,990,2912,2912,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Others   ,?a  biomarker  Unknown,0.038685,0.339813,0.339813,472,1389,1389,?a
?a  biomarker  ROS1_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.015374,0.339695,0.339695,267,786,786,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Nivolumab,0.082916,0.339623,0.339623,1440,4240,4240,?a
?a  comorbidity  Depression  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.029014,0.339406,0.339406,354,1043,1043,?a
?a  comorbidity  Others   ,?a  drug  Afatinib,0.084125,0.339373,0.339373,1461,4305,4305,?a
?a  ageCategory  old  ?a  sex  female   ,?a  biomarker  Unknown,0.068273,0.339308,0.339308,833,2455,2455,?a
?a  drug  Cisplatin  ?a  drug  Nivolumab   ,?a  biomarker  ROS1_Positive,0.024916,0.339286,0.339286,304,896,896,?a
?a  comorbidity  Depression  ?a  sex  female   ,?a  biomarker  Unknown,0.058028,0.338918,0.338918,708,2089,2089,?a
?a  biomarker  ROS1_Positive   ,?a  drug  Afatinib,0.058559,0.338887,0.338887,1017,3001,3001,?a
?a  smokingHabit  PreviousSmoker   ,?a  drug  Afatinib,0.050844,0.338833,0.338833,883,2606,2606,?a
?a  drug  Nivolumab  ?a  hasRelapse  No   ,?a  biomarker  Unknown,0.046636,0.33869,0.33869,569,1680,1680,?a
?a  comorbidity  Cardiopathy  ?a  sex  female   ,?a  biomarker  Unknown,0.056717,0.338221,0.338221,692,2046,2046,?a
?a  comorbidity  Depression  ?a  hasRelapse  No   ,?a  biomarker  Unknown,0.059012,0.338187,0.338187,720,2129,2129,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  Unknown   ,?a  biomarker  Unknown,0.027785,0.337986,0.337986,339,1003,1003,?a
?a  drug  Afatinib  ?a  sex  male   ,?a  biomarker  Unknown,0.04934,0.337823,0.337823,602,1782,1782,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.029342,0.337736,0.337736,358,1060,1060,?a
?a  comorbidity  Cardiopathy   ,?a  drug  Carboplatin,0.081592,0.337703,0.337703,1417,4196,4196,?a
?a  drug  Afatinib  ?a  smokingHabit  Unknown   ,?a  biomarker  Unknown,0.024014,0.337558,0.337558,293,868,868,?a
?a  smokingHabit  NonSmoker   ,?a  drug  Carboplatin,0.048252,0.337495,0.337495,838,2483,2483,?a
?a  ageCategory  old  ?a  drug  Afatinib   ,?a  biomarker  Unknown,0.048848,0.337486,0.337486,596,1766,1766,?a
?a  ageCategory  young  ?a  comorbidity  Depression   ,?a  biomarker  Unknown,0.058438,0.337275,0.337275,713,2114,2114,?a
?a  hasRelapse  No   ,?a  drug  Nivolumab,0.096735,0.336943,0.336943,1680,4986,4986,?a
?a  comorbidity  Cardiopathy  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.027539,0.336673,0.336673,336,998,998,?a
?a  ageCategory  young  ?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  Unknown,0.058602,0.335996,0.335996,715,2128,2128,?a
?a  sex  male  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.034669,0.335981,0.335981,423,1259,1259,?a
?a  ageCategory  young  ?a  hasRelapse  No   ,?a  biomarker  Unknown,0.067699,0.335636,0.335636,826,2461,2461,?a
?a  biomarker  ALK_Positive  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.015259,0.335443,0.335443,265,790,790,?a
?a  hasRelapse  No  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.032948,0.335279,0.335279,402,1199,1199,?a
?a  comorbidity  Cardiopathy   ,?a  biomarker  Unknown,0.115236,0.335081,0.335081,1406,4196,4196,?a
?a  smokingHabit  CurrentSmoker   ,?a  drug  Nivolumab,0.047389,0.334961,0.334961,823,2457,2457,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  Yes   ,?a  drug  Nivolumab,0.028157,0.334702,0.334702,489,1461,1461,?a
?a  ageCategory  young  ?a  sex  male   ,?a  biomarker  Unknown,0.068355,0.334537,0.334537,834,2493,2493,?a
?a  comorbidity  Depression  ?a  hasRelapse  Yes   ,?a  drug  Nivolumab,0.040652,0.334439,0.334439,706,2111,2111,?a
?a  comorbidity  Depression   ,?a  biomarker  Unknown,0.116138,0.334198,0.334198,1417,4240,4240,?a
?a  smokingHabit  Unknown   ,?a  drug  Nivolumab,0.047216,0.334148,0.334148,820,2454,2454,?a
?a  drug  Nivolumab  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  EGFR_Positive,0.022539,0.334143,0.334143,275,823,823,?a
?a  drug  Afatinib  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  EGFR_Positive,0.023523,0.334109,0.334109,287,859,859,?a
?a  ageCategory  young  ?a  biomarker  ALK_Positive   ,?a  drug  Nivolumab,0.02879,0.334001,0.334001,500,1497,1497,?a
?a  ageCategory  young  ?a  drug  Cisplatin   ,?a  biomarker  Unknown,0.047701,0.333907,0.333907,582,1743,1743,?a
?a  smokingHabit  NonSmoker   ,?a  biomarker  Unknown,0.067945,0.33387,0.33387,829,2483,2483,?a
?a  hasRelapse  Yes   ,?a  drug  Nivolumab,0.096332,0.333666,0.333666,1673,5014,5014,?a
?a  sex  female  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.02499,0.33359,0.33359,434,1301,1301,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Vinorelbine   ,?a  biomarker  Unknown,0.040407,0.333559,0.333559,493,1478,1478,?a
?a  drug  Afatinib  ?a  hasRelapse  No   ,?a  biomarker  Unknown,0.047209,0.333526,0.333526,576,1727,1727,?a
?a  drug  Afatinib   ,?a  biomarker  Unknown,0.095648,0.333429,0.333429,1167,3500,3500,?a
?a  biomarker  Unknown  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.016065,0.333333,0.333333,279,837,837,?a
?a  drug  Cisplatin  ?a  hasRelapse  Yes   ,?a  biomarker  Unknown,0.046881,0.333333,0.333333,572,1716,1716,?a
?a  drug  Carboplatin  ?a  sex  female   ,?a  biomarker  Unknown,0.046226,0.333333,0.333333,564,1692,1692,?a
?a  hasRelapse  No  ?a  sex  male   ,?a  biomarker  Unknown,0.069421,0.333333,0.333333,847,2541,2541,?a
?a  biomarker  EGFR_Positive   ,?a  drug  Nivolumab,0.055853,0.333104,0.333104,970,2912,2912,?a
?a  comorbidity  Others  ?a  drug  Nivolumab   ,?a  biomarker  Unknown,0.038685,0.332629,0.332629,472,1419,1419,?a
?a  biomarker  Unknown   ,?a  drug  Nivolumab,0.06259,0.332416,0.332416,1087,3270,3270,?a
?a  hasRelapse  Yes  ?a  sex  female   ,?a  biomarker  Unknown,0.067945,0.332265,0.332265,829,2495,2495,?a
?a  drug  Nivolumab  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ROS1_Positive,0.023277,0.332164,0.332164,284,855,855,?a
?a  hasRelapse  No   ,?a  biomarker  Unknown,0.135727,0.33213,0.33213,1656,4986,4986,?a
?a  biomarker  ?d  ?a  smokingHabit  ?d   ,?a  drug  Nivolumab,0.015144,0.332071,0.332071,263,792,792,?a
?a  ageCategory  old  ?a  comorbidity  Others   ,?a  biomarker  Unknown,0.060323,0.33198,0.33198,736,2217,2217,?a
?a  drug  Nivolumab  ?a  sex  female   ,?a  biomarker  Unknown,0.044013,0.331891,0.331891,537,1618,1618,?a
?a  ageCategory  old  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.032456,0.331658,0.331658,396,1194,1194,?a
?a  sex  female   ,?a  biomarker  Unknown,0.134251,0.331579,0.331579,1638,4940,4940,?a
?a  ageCategory  young  ?a  drug  Vinorelbine   ,?a  biomarker  Unknown,0.047947,0.331445,0.331445,585,1765,1765,?a
?a  drug  Carboplatin  ?a  drug  Nivolumab   ,?a  biomarker  Unknown,0.023359,0.331395,0.331395,285,860,860,?a
?a  drug  Vinorelbine  ?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.023277,0.331389,0.331389,284,857,857,?a
?a  ageCategory  old  ?a  drug  Nivolumab   ,?a  biomarker  Unknown,0.046717,0.331203,0.331203,570,1721,1721,?a
?a  comorbidity  Cardiopathy   ,?a  comorbidity  Others,0.081797,0.33103,0.33103,1389,4196,4196,?a
?a  ageCategory  old  ?a  drug  Carboplatin   ,?a  biomarker  Unknown,0.046963,0.330831,0.330831,573,1732,1732,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  EGFR_Positive,0.027867,0.330739,0.330739,340,1028,1028,?a
?a  smokingHabit  CurrentSmoker   ,?a  biomarker  Unknown,0.066552,0.330484,0.330484,812,2457,2457,?a
?a  drug  Cisplatin  ?a  drug  Nivolumab   ,?a  biomarker  Unknown,0.02426,0.330357,0.330357,296,896,896,?a
?a  comorbidity  Depression   ,?a  comorbidity  Others,0.082445,0.330189,0.330189,1400,4240,4240,?a
?a  comorbidity  Depression   ,?a  drug  Nivolumab,0.080555,0.329953,0.329953,1399,4240,4240,?a
?a  sex  male  ?a  smokingHabit  Unknown   ,?a  biomarker  Unknown,0.03344,0.32983,0.32983,408,1237,1237,?a
?a  sex  female  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  EGFR_Positive,0.032374,0.329716,0.329716,395,1198,1198,?a
?a  comorbidity  Others   ,?a  drug  Nivolumab,0.081707,0.329617,0.329617,1419,4305,4305,?a
?a  comorbidity  Others  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ROS1_Positive,0.028276,0.329513,0.329513,345,1047,1047,?a
?a  drug  Vinorelbine   ,?a  biomarker  Unknown,0.095648,0.329289,0.329289,1167,3544,3544,?a
?a  ageCategory  young   ,?a  biomarker  Unknown,0.134333,0.329249,0.329249,1639,4978,4978,?a
?a  comorbidity  Others  ?a  drug  Cisplatin   ,?a  biomarker  Unknown,0.040079,0.329071,0.329071,489,1486,1486,?a
?a  drug  Cisplatin  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  EGFR_Positive,0.02426,0.328524,0.328524,296,901,901,?a
?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.049231,0.328089,0.328089,855,2606,2606,?a
?a  ageCategory  young   ,?a  drug  Nivolumab,0.093971,0.327843,0.327843,1632,4978,4978,?a
?a  sex  female   ,?a  drug  Nivolumab,0.093165,0.32753,0.32753,1618,4940,4940,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  comorbidity  Others,0.081621,0.326887,0.326887,1386,4240,4240,?a
?a  drug  Carboplatin   ,?a  biomarker  Unknown,0.092533,0.326773,0.326773,1129,3455,3455,?a
?a  comorbidity  Cardiopathy   ,?a  comorbidity  Diabetes_Mellitus,0.080737,0.32674,0.32674,1371,4196,4196,?a
?a  biomarker  ALK_Positive   ,?a  drug  Nivolumab,0.056717,0.326375,0.326375,985,3018,3018,?a
?a  drug  Cisplatin   ,?a  biomarker  Unknown,0.094009,0.326316,0.326316,1147,3515,3515,?a
?a  drug  Nivolumab  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  Unknown,0.022867,0.326316,0.326316,279,855,855,?a
?a  comorbidity  Others   ,?a  comorbidity  Depression,0.082445,0.325203,0.325203,1400,4305,4305,?a
?a  drug  Nivolumab  ?a  hasRelapse  Yes   ,?a  biomarker  ROS1_Positive,0.044587,0.325164,0.325164,544,1673,1673,?a
?a  drug  Cisplatin  ?a  smokingHabit  Unknown   ,?a  biomarker  ROS1_Positive,0.023441,0.325,0.325,286,880,880,?a
?a  hasRelapse  No  ?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.033194,0.324779,0.324779,405,1247,1247,?a
?a  ageCategory  old   ,?a  biomarker  Unknown,0.133678,0.324771,0.324771,1631,5022,5022,?a
?a  drug  Nivolumab   ,?a  biomarker  Unknown,0.089091,0.324187,0.324187,1087,3353,3353,?a
?a  ageCategory  old  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  EGFR_Positive,0.031719,0.324121,0.324121,387,1194,1194,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  Unknown,0.029916,0.323869,0.323869,365,1127,1127,?a
?a  ageCategory  young  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ROS1_Positive,0.032456,0.323794,0.323794,396,1223,1223,?a
?a  comorbidity  Cardiopathy  ?a  drug  Nivolumab   ,?a  biomarker  ROS1_Positive,0.037866,0.323529,0.323529,462,1428,1428,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  comorbidity  Depression,0.080737,0.323349,0.323349,1371,4240,4240,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  comorbidity  Cardiopathy,0.080737,0.323349,0.323349,1371,4240,4240,?a
?a  comorbidity  Depression   ,?a  comorbidity  Diabetes_Mellitus,0.080737,0.323349,0.323349,1371,4240,4240,?a
?a  comorbidity  Others  ?a  hasRelapse  Yes   ,?a  biomarker  Unknown,0.05729,0.323013,0.323013,699,2164,2164,?a
?a  smokingHabit  Unknown   ,?a  biomarker  Unknown,0.064913,0.322738,0.322738,792,2454,2454,?a
?a  smokingHabit  ?b  ?a  smokingHabit  Unknown   ,?a  biomarker  ?b,0.064913,0.322738,0.322738,792,2454,2454,?a
?a  drug  Cisplatin  ?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.023277,0.322727,0.322727,284,880,880,?a
?a  comorbidity  Others   ,?a  comorbidity  Cardiopathy,0.081797,0.322648,0.322648,1389,4305,4305,?a
?a  sex  male   ,?a  biomarker  Unknown,0.13376,0.32253,0.32253,1632,5060,5060,?a
?a  comorbidity  Others   ,?a  biomarker  Unknown,0.113761,0.322416,0.322416,1388,4305,4305,?a
?a  drug  Carboplatin  ?a  sex  male   ,?a  biomarker  ALK_Positive,0.046554,0.322178,0.322178,568,1763,1763,?a
?a  hasRelapse  Yes  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ROS1_Positive,0.032948,0.322115,0.322115,402,1248,1248,?a
?a  comorbidity  Others   ,?a  comorbidity  Diabetes_Mellitus,0.081621,0.321951,0.321951,1386,4305,4305,?a
?a  hasRelapse  Yes  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  EGFR_Positive,0.033194,0.32194,0.32194,405,1258,1258,?a
?a  drug  Vinorelbine  ?a  sex  male   ,?a  biomarker  ALK_Positive,0.047701,0.321903,0.321903,582,1808,1808,?a
?a  hasRelapse  Yes   ,?a  biomarker  Unknown,0.132284,0.321899,0.321899,1614,5014,5014,?a
?a  sex  male  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ALK_Positive,0.034423,0.321839,0.321839,420,1305,1305,?a
?a  smokingHabit  PreviousSmoker   ,?a  biomarker  Unknown,0.068601,0.321182,0.321182,837,2606,2606,?a
?a  comorbidity  Others  ?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.027785,0.321023,0.321023,339,1056,1056,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  Unknown,0.111548,0.320991,0.320991,1361,4240,4240,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ROS1_Positive,0.026965,0.320976,0.320976,329,1025,1025,?a
?a  drug  Cisplatin  ?a  drug  Vinorelbine   ,?a  biomarker  ROS1_Positive,0.024014,0.320569,0.320569,293,914,914,?a
?a  comorbidity  Cardiopathy   ,?a  comorbidity  Depression,0.079206,0.320543,0.320543,1345,4196,4196,?a
?a  ageCategory  young  ?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.032129,0.320523,0.320523,392,1223,1223,?a
?a  drug  Afatinib  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ALK_Positive,0.023195,0.320498,0.320498,283,883,883,?a
?a  drug  Nivolumab  ?a  sex  male   ,?a  biomarker  ROS1_Positive,0.045488,0.319885,0.319885,555,1735,1735,?a
?a  drug  Carboplatin  ?a  smokingHabit  PreviousSmoker   ,?a  biomarker  ALK_Positive,0.023359,0.319149,0.319149,285,893,893,?a
?a  comorbidity  Others  ?a  drug  Carboplatin   ,?a  biomarker  ALK_Positive,0.039259,0.318908,0.318908,479,1502,1502,?a
?a  drug  Carboplatin  ?a  hasRelapse  Yes   ,?a  biomarker  ALK_Positive,0.044587,0.318688,0.318688,544,1707,1707,?a
?a  drug  Carboplatin  ?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.022785,0.318442,0.318442,278,873,873,?a
?a  sex  male  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ROS1_Positive,0.032784,0.317712,0.317712,400,1259,1259,?a
?a  drug  Carboplatin  ?a  drug  Cisplatin   ,?a  biomarker  ROS1_Positive,0.024178,0.317546,0.317546,295,929,929,?a
?a  comorbidity  Depression   ,?a  comorbidity  Cardiopathy,0.079206,0.317217,0.317217,1345,4240,4240,?a
?a  ageCategory  young  ?a  drug  Cisplatin   ,?a  biomarker  ROS1_Positive,0.045242,0.316695,0.316695,552,1743,1743,?a
?a  ageCategory  old  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ALK_Positive,0.032702,0.316667,0.316667,399,1260,1260,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Cisplatin   ,?a  biomarker  ROS1_Positive,0.038439,0.316251,0.316251,469,1483,1483,?a
?a  drug  Carboplatin  ?a  drug  Cisplatin   ,?a  biomarker  ALK_Positive,0.024014,0.315393,0.315393,293,929,929,?a
?a  comorbidity  Others  ?a  smokingHabit  CurrentSmoker   ,?a  biomarker  EGFR_Positive,0.027211,0.31529,0.31529,332,1053,1053,?a
?a  sex  male  ?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.031965,0.315279,0.315279,390,1237,1237,?a
?a  comorbidity  Others  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ALK_Positive,0.027047,0.315186,0.315186,330,1047,1047,?a
?a  hasRelapse  Yes  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ALK_Positive,0.03221,0.314904,0.314904,393,1248,1248,?a
?a  drug  Nivolumab  ?a  drug  Vinorelbine   ,?a  biomarker  ROS1_Positive,0.022293,0.314815,0.314815,272,864,864,?a
?a  drug  Nivolumab  ?a  smokingHabit  NonSmoker   ,?a  biomarker  ALK_Positive,0.022047,0.31462,0.31462,269,855,855,?a
?a  comorbidity  Depression  ?a  drug  Vinorelbine   ,?a  biomarker  ALK_Positive,0.038358,0.314516,0.314516,468,1488,1488,?a
?a  smokingHabit  Unknown   ,?a  biomarker  ALK_Positive,0.063192,0.314181,0.314181,771,2454,2454,?a
?a  drug  Afatinib  ?a  drug  Carboplatin   ,?a  biomarker  ALK_Positive,0.024014,0.314041,0.314041,293,933,933,?a
?a  ageCategory  old  ?a  comorbidity  Diabetes_Mellitus   ,?a  biomarker  EGFR_Positive,0.05434,0.31392,0.31392,663,2112,2112,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Nivolumab   ,?a  biomarker  ROS1_Positive,0.037046,0.313889,0.313889,452,1440,1440,?a
?a  ageCategory  young  ?a  drug  Nivolumab   ,?a  biomarker  ROS1_Positive,0.041964,0.313725,0.313725,512,1632,1632,?a
